	close	0	macdhist	1	2
267	1382.68	31.1712313209	4.56558160086	1639.70375	48.0072803726
268	1380.26	41.6937532253	4.57967727525	1636.86585	47.4965153702
269	1400.73	71.2439783544	5.80368945036	1634.2502	52.1354199655
270	1420.18	132.0750198	7.64356730802	1631.85855	56.1040298588
271	1426.51	125.535877875	8.91829942134	1629.52225	57.3436167515
272	1435.03	156.15557844	9.89141964241	1627.10655	59.0210072219
273	1438.03	141.736713666	10.2496647522	1624.72495	59.62308093
274	1428.69	80.8003524075	9.39286722283	1622.4196	56.8239076525
275	1436.26	98.0580592147	8.87716769967	1620.20655	58.5235240251
276	1467.82	123.878692819	10.1130485139	1618.124	64.7530489263
277	1488.74	164.195630434	11.6799294092	1616.3802	68.1661674726
278	1468.94	113.976269656	10.7468600646	1614.57225	62.0425551814
279	1489.41	119.679658417	10.8412264326	1612.80275	65.4937820276
280	1486.52	121.68180518	10.0591327848	1611.1	64.6007261767
281	1531.19	151.05287944	11.7809309132	1609.62835	71.1491890313
282	1572.57	180.11254821	14.7450491568	1608.42495	75.6439892176
283	1587.13	186.244289851	16.5872489114	1607.14355	77.0016893869
284	1567.32	124.893113321	15.398461936	1605.5712	71.1872516443
285	1565.59	101.32007894	13.4909565282	1603.8347	70.6852758916
286	1582.52	97.8825967473	12.3930559043	1602.07255	72.7130998652
287	1601.15	112.350157438	11.9403973865	1600.5819	74.7804865978
288	1558.24	47.9738326971	7.96133961543	1598.8902	62.9502065398
289	1565.52	35.0967849221	5.16545493727	1597.2507	63.99102514
290	1542.09	19.9393275502	1.28611155417	1595.586	58.3132034886
291	1516.74	-49.8840553077	-3.19442238758	1593.86805	52.8494224917
292	1530.86	-50.6368992964	-5.29073000586	1592.2661	55.3584589805
293	1540.26	-31.7666540803	-6.07191957473	1590.75855	56.9989609308
294	1594.32	102.242868549	-3.12393138121	1589.52225	64.9714301395
295	1580.46	74.8778003202	-2.3204808798	1588.2066	61.8074995502
296	1602.45	110.740151683	-0.610151166956	1587.16295	64.7412184797
297	1565.78	23.5347457939	-2.1632189449	1585.92555	56.8930234217
298	1571.61	14.2408520485	-2.96312554252	1584.6246	57.7695339202
299	1542.19	-53.0952841532	-5.49185196491	1583.2197	52.0211197434
300	1576.55	12.2218818965	-4.88880150328	1581.95765	57.3579395527
301	1570.55	33.9230358097	-4.91896520918	1580.5967	56.1827227491
302	1552.85	-12.9011539155	-6.07988940654	1579.15825	52.749147311
303	1546.53	-65.4890382977	-7.14859249669	1577.66885	51.5379921025
304	1517.92	-112.442239084	-9.50967263969	1575.9737	46.3497824166
305	1519.59	-112.617770229	-10.6029446314	1574.1882	46.6871514448
306	1520.29	-132.467157279	-10.8820047893	1572.54455	46.8380554729
307	1515.5	-116.596615597	-10.9616606334	1570.9349	45.8810283528
308	1498.44	-125.092594282	-11.6702169189	1569.31595	42.5466209658
309	1508.8	-84.6154312346	-10.9593329989	1567.81165	45.1533794807
310	1522.8	-55.6407050377	-9.13876233412	1566.42385	48.5505615802
311	1538.62	-4.3043406004	-6.58112160231	1565.18	52.1567835139
312	1577.5	113.115289371	-2.20894035042	1564.1062	59.6434764316
313	1571.97	108.088768913	0.242254951808	1562.97895	58.2473354601
314	1586.87	121.231490121	2.66416049207	1561.7296	60.9028990138
315	1579.95	107.482559985	3.54217390137	1560.3816	59.0252481794
316	1582.11	108.824668312	3.97786977602	1558.9743	59.4455370246
317	1561.89	46.862428847	2.67618400526	1557.41915	53.874606685
318	1565.37	46.3566335365	1.86015666466	1555.76495	54.6621102907
319	1583.14	66.8168610381	2.29902286359	1554.22885	58.553405569
320	1601.42	101.655971791	3.52873300082	1552.72865	62.1521238215
321	1603.36	99.9782964068	4.1388420369	1551.2696	62.5240204239
322	1623.83	146.058285617	5.50172223497	1549.98925	66.2881462058
323	1613.76	127.475415944	5.30344939089	1548.48155	62.9390499618
324	1599.37	64.438121956	3.84928991303	1546.94725	58.3984903532
325	1571.91	-47.3399691885	0.84132428996	1545.18115	50.8584035712
326	1597.05	17.3047800318	0.372037174259	1543.5955	56.4076547424
327	1603.73	64.197693865	0.339623348616	1541.95015	57.772174146
328	1620.45	110.354868062	1.22268769826	1540.4331	61.057914078
329	1623.81	116.794508217	1.77787359882	1539.004	61.7028091681
330	1620.28	105.666729602	1.65469203998	1537.51595	60.567973405
331	1605.79	20.4123823513	0.40956730731	1535.9638	56.0138784175
332	1630.04	89.6729025045	0.997864634441	1534.45735	61.2632813801
333	1631.84	112.51572327	1.26949498331	1532.95725	61.6293302471
334	1623.99	60.220741119	0.709671401629	1531.4322	59.0103844097
335	1627.46	76.0694125173	0.378853951174	1529.7393	59.8231392599
336	1607.28	-12.3841722348	-1.30123612949	1527.98025	53.2147702433
337	1620.63	33.7103358322	-1.59617900861	1526.34625	56.6281005483
338	1610.9	-26.6088566819	-2.47675072954	1524.71055	53.560956774
339	1598.5	-89.3241286065	-3.84297038481	1523.09725	49.8549679172
340	1590.35	-173.580311616	-5.16198128676	1521.44775	47.5273076024
341	1598.08	-115.739115619	-5.35706822475	1519.7737	49.9157716928
342	1598.87	-74.7344619121	-5.26815936128	1518.169	50.1654313397
343	1617.4	4.32997709693	-3.86177562396	1516.69755	55.7386380356
344	1647.69	152.923966856	-0.944051624581	1515.3404	63.019121332
345	1652.71	144.910786699	1.15747857811	1514.1395	64.0738370046
346	1671.87	176.011412413	3.53701227406	1513.15195	67.8435069232
347	1681.45	177.903284622	5.34661929962	1512.3545	69.5631820977
348	1682.14	135.105040643	6.12461968076	1512.06055	69.6889145818
349	1681.53	120.727309573	6.11832272704	1511.6167	69.4159082699
350	1704.11	128.771119829	7.08676022375	1511.5191	73.5469824516
351	1694.11	102.651392745	6.52004364917	1511.2115	69.0957575821
352	1685.38	68.5978867387	5.08701839757	1510.8917	65.3758597155
353	1712.76	93.321895577	5.47899069859	1510.92525	70.7031300921
354	1704.17	95.3161487744	4.68627917818	1510.87085	67.2093173209
355	1709.64	87.5237657013	4.07918141252	1510.70805	68.2840909377
356	1704.92	59.3125381748	2.96064854658	1510.59555	66.2657478223
357	1715.8	94.3537216129	2.5690010477	1510.84515	68.5717872582
358	1700.84	43.4694145258	0.998578317748	1511.1709	62.2687065387
359	1692.63	-16.6206072445	-0.799860467077	1511.88425	59.0602306114
360	1699.83	17.2130344065	-1.66168492158	1512.5079	60.9600495852
361	1701.07	51.5423462207	-2.26784535736	1513.41155	61.2931905775
362	1695.42	-76.6961048408	-3.11651943296	1514.09345	58.8298307068
363	1683.03	-150.079096045	-4.49573533826	1514.2346	53.7301688454
364	1687.03	-95.4965518439	-5.07896560711	1514.5803	55.0838599579
365	1711.86	51.5171961941	-3.79181567808	1514.9513	62.4314866637
366	1691.56	-56.4076313572	-4.27127105567	1515.21435	54.5716148401
367	1691.56	-77.4275614279	-4.52763290523	1515.5246	54.5716148401
368	1672.14	-138.452800182	-5.85974478179	1515.7392	47.8832769453
369	1666.09	-205.059920107	-6.92968671985	1516.1193	45.9921279908
370	1622.18	-298.667861821	-10.1795600895	1516.40885	35.1434081325
371	1625.2	-196.078739258	-11.6072442765	1516.74925	36.2570746692
372	1610.52	-174.146757374	-12.9210914132	1516.98945	33.2667697501
373	1614.41	-129.201108393	-12.8801698561	1517.05925	34.8012807572
374	1616.11	-93.5013968133	-12.102654875	1517.2527	35.4993141458
375	1618.91	-73.892296933	-10.8064321971	1517.35555	36.7013715967
376	1605.04	-85.8598806327	-10.2922541296	1517.466	33.3825527396
377	1627.63	-44.9194518199	-7.94495038516	1517.8338	42.5021799669
378	1634.74	-19.6716711915	-5.54151780792	1518.30175	45.051828952
379	1637.85	-7.08652884972	-3.47153708811	1518.95465	46.1761218657
380	1644.76	33.1215737764	-1.46864988454	1519.74075	48.6882699228
381	1646.57	55.6207047693	0.0650670107179	1520.68605	49.3550636198
382	1643.85	72.851124584	0.935074754105	1521.67245	48.3384806356
383	1625.51	-5.03354936222	0.344512082411	1522.71975	42.0494142239
384	1618.33	-38.2652397614	-0.419129642916	1524.0444	39.8628066187
385	1623.99	-10.0992525893	-0.430848520205	1525.2544	42.405357548
386	1623.03	-47.127160753	-0.392153344141	1526.59915	42.080385728
387	1632.94	14.4428725218	0.370703721304	1528.0894	46.6274397531
388	1621.69	-49.1435897436	0.196234526587	1529.0942	42.5441701
389	1615.38	-100.931684269	-0.24177464441	1529.94665	40.4067871929
390	1605.64	-147.714355102	-1.04034793598	1530.86155	37.2923716358
391	1605.57	-154.829442429	-1.403565329	1531.92735	37.2701381781
392	1614.93	-71.182983683	-0.869870044034	1532.72095	42.2298137138
393	1622.31	-10.0201249868	0.0736391781098	1533.6272	45.8641812199
394	1622.56	4.98524587159	0.769363742559	1534.70465	45.988141493
395	1615.36	-65.8452635863	0.796115521615	1535.64	42.9386765801
396	1622.03	31.8412645266	1.28550223532	1536.45165	46.479283559
397	1611.9	-15.9912624835	0.96413843137	1537.1167	42.1969075243
398	1630.21	121.309025603	1.96423522389	1537.96415	50.987116682
399	1630.21	111.107967406	2.567192877	1538.91125	50.987116682
400	1632.21	110.912350046	3.01140755064	1539.72195	51.9134824111
401	1626.06	65.0590411154	2.80586116582	1540.4418	48.8556291425
402	1644.72	156.358871049	3.78075333283	1541.29285	57.1104742746
403	1650.19	156.005216393	4.59404396952	1541.9721	59.1898804375
404	1654.29	165.700359886	5.16551090377	1542.77445	60.7268492033
405	1653.33	126.717579209	5.22075956208	1543.5532	60.1555743439
406	1541.24	-341.527098964	-2.15439976726	1543.97415	27.5577560561
407	1541.0	-219.277300449	-6.65726082256	1544.4067	27.5233651795
408	1570.82	-121.257637871	-7.19024132981	1545.09495	37.8941778548
409	1630.83	20.0725867776	-3.26399461493	1546.08	52.5949474994
410	1627.24	19.4023276248	-0.799975122247	1547.1299	51.8049342245
411	1654.19	78.4357055414	2.56919546031	1548.32925	57.0237062615
412	1647.12	68.5419555761	4.15214708186	1549.48795	55.3310075803
413	1647.5	54.3806030531	4.99852833611	1550.73425	55.4076260854
414	1655.5	70.8761110281	5.81377079106	1552.156	57.0768336454
415	1650.5	51.8220974358	5.72387930399	1553.5613	55.6741238117
416	1650.46	53.6201634374	5.37486939148	1554.90615	55.6623384182
417	1655.64	57.7911211407	5.20262253676	1556.17315	56.9337387442
418	1647.91	42.4408636717	4.31445293791	1557.39815	54.4256241791
419	1647.17	37.7239254774	3.46036810989	1558.60285	54.1795590675
420	1646.18	36.3633323565	2.64857819904	1559.7278	53.828927905
421	1633.06	-7.28410416191	1.12570838386	1560.7647	49.2775060651
422	1629.12	-131.424892473	-0.179740750577	1561.57295	47.9658776271
423	1628.19	-115.563861578	-1.08798018007	1562.3774	47.643520439
424	1631.32	-127.382984299	-1.43806540804	1563.0535	48.8885208241
425	1637.62	-51.5466459741	-1.21437871334	1563.8248	51.3938849504
426	1629.75	-79.6855680551	-1.54431740105	1564.75775	48.2144599988
427	1634.55	-61.8331286669	-1.39187220942	1565.8542	50.2365424761
428	1628.07	-78.9792403227	-1.66176046596	1566.89145	47.5378797179
429	1620.7	-125.923126074	-2.23522139004	1567.90035	44.6031280583
430	1616.07	-143.957657713	-2.78893909115	1568.77455	42.8148930236
431	1614.16	-150.439860167	-3.12131472381	1569.53245	42.0656479019
432	1626.63	-62.9191892683	-2.37272164287	1570.4339	48.4129285905
433	1625.41	-14.8778404237	-1.85409670546	1571.20615	47.8604614003
434	1619.99	-72.0209806641	-1.77060684799	1571.78275	45.3826993345
435	1608.14	-163.924467663	-2.37053991214	1572.25925	40.4518184118
436	1607.03	-125.410616154	-2.67657509152	1572.7704	40.0132600067
437	1609.62	-90.0533921136	-2.5401320885	1573.3551	41.6041239422
438	1607.32	-125.180492961	-2.43978380188	1573.8055	40.5750430357
439	1601.73	-118.097826087	-2.57171876038	1574.22515	38.1078867572
440	1588.66	-158.938809998	-3.31382276642	1574.55645	33.0480957958
441	1578.71	-197.522249911	-4.19280260874	1575.07065	29.8037927101
442	1567.22	-204.174885315	-5.20021895474	1575.5197	26.5611208158
443	1567.95	-179.170652317	-5.44362218074	1576.07325	27.1037760796
444	1568.42	-116.014449954	-5.19958266173	1576.86905	27.4753483642
445	1571.04	-93.1487374963	-4.51375755046	1577.64985	29.6287337578
446	1585.04	-31.0663353019	-2.85044909362	1578.5207	39.8979404212
447	1570.11	-68.8166871767	-2.50141465476	1579.3801	34.1710789776
448	1564.51	-90.9296064219	-2.39331863728	1580.2115	32.2984131457
449	1563.25	-100.310536172	-2.15948120817	1581.19725	31.8751398259
450	1572.68	-47.9156322805	-1.17195692199	1582.2274	38.3833778284
451	1580.71	-1.84488159774	0.14952242752	1583.1506	43.3466903776
452	1587.89	85.8467503072	1.55645840369	1584.29925	47.4247072629
453	1579.01	64.2292376813	1.9147438647	1585.42455	43.2757275037
454	1572.03	-11.7425914586	1.71386305532	1586.4089	40.2918498988
455	1576.81	5.16416438784	1.91962765039	1587.37595	43.1811093017
456	1590.75	130.031579304	2.94967776771	1588.4184	50.676980803
457	1582.83	93.0365152168	3.04060010874	1589.6763	46.8919068655
458	1582.06	43.4020374319	2.98749520776	1590.9585	46.528051547
459	1573.55	-34.6576090253	2.34614284458	1592.21285	42.5943090326
460	1570.21	-35.0941221667	1.69429910682	1592.991	41.1247209624
461	1576.12	-1.90863020525	1.65650204452	1593.8463	44.7567472244
462	1574.59	-7.02780417672	1.52698000475	1594.76825	43.9999889087
463	1578.4	-17.2154289872	1.68406231394	1595.78465	46.4290918669
464	1606.22	189.908934777	3.54097195199	1597.02195	60.0543358897
465	1609.02	198.303972989	4.76116961696	1598.19125	61.1260033939
466	1621.22	210.357784964	6.10735814573	1599.3871	65.4725238931
467	1623.23	150.429998347	6.79772398103	1600.58985	66.1441645613
468	1620.96	113.480784537	6.75220975045	1601.79335	64.615461672
469	1629.37	117.346015686	6.91402907986	1602.93655	67.6028594457
470	1611.93	28.7409257669	5.53187315077	1603.8953	56.8786774184
471	1599.05	18.0281960683	3.53283862825	1604.758	50.5063359499
472	1598.1	-6.41027721433	2.00524192271	1605.57335	50.0608437124
473	1600.26	9.95482719745	1.04711503362	1606.3845	51.1166162654
474	1589.16	-59.5044045905	-0.352461421403	1607.18685	45.7624445736
475	1602.87	-11.6034489197	-0.371242231409	1608.0199	52.3950139018
476	1586.16	-83.7451042659	-1.46406975767	1608.6116	45.1482186746
477	1588.16	-111.647727908	-1.97543573205	1609.1087	46.1089694583
478	1566.57	-189.656639911	-3.59650249295	1609.59685	38.308473917
479	1545.44	-225.428482304	-5.79057592804	1609.877	32.5114549571
480	1546.84	-160.909715199	-6.77777203086	1610.1786	33.2323781524
481	1560.96	-98.0660979991	-6.12956175473	1610.32745	40.1737034454
482	1553.42	-106.594849532	-5.8586107843	1610.2317	37.9073814802
483	1558.18	-75.220362715	-5.04001211155	1610.08695	40.2008614754
484	1559.05	-56.2527445139	-4.15783426894	1610.0456	40.6324807854
485	1551.11	-70.9157783924	-3.83480852753	1609.9732	37.9409458265
486	1543.59	-94.4631463742	-3.84363831057	1609.77855	35.5397733236
487	1546.39	-74.1390834131	-3.39264711561	1609.50475	37.1350952856
488	1558.34	-16.0974603681	-2.08542659056	1609.50525	43.5556366964
489	1552.89	-36.7938736225	-1.41573901071	1609.4421	41.4751514029
490	1560.93	15.6985114945	-0.316623818907	1609.5363	45.6031387252
491	1573.75	161.011242367	1.29980092889	1609.82135	51.4798801314
492	1561.77	93.1874448993	1.57008905622	1609.9759	46.4317423838
493	1543.19	-90.5500360499	0.557700746829	1609.99055	39.8972713214
494	1539.62	-135.228786228	-0.24894121437	1609.71705	38.7683088529
495	1563.59	92.3821091436	0.873766002951	1609.6327	49.1687468258
496	1577.98	152.895116037	2.53353303131	1609.51035	54.1983522906
497	1601.88	250.381507105	5.04404256302	1609.69085	61.0854589068
498	1603.62	185.400045273	6.53048013265	1609.8509	61.5388923229
499	1603.32	143.528087638	7.152055403	1610.15655	61.4060399273
500	1592.45	82.6113057351	6.50811404902	1610.23605	56.6351566264
501	1578.73	27.084150224	4.90801421163	1610.27695	51.2253483499
502	1589.76	48.0231088644	4.36079346053	1610.4615	54.9508792634
503	1615.71	111.295839923	5.44440355284	1610.8074	62.2554511425
504	1622.67	120.865256687	6.26907585885	1611.33115	63.9441074248
505	1628.53	117.160471368	6.80373236969	1611.87585	65.3497237185
506	1667.5	178.379306071	9.22608078756	1612.6119	72.912441132
507	1666.34	162.357999535	10.1225834619	1613.3661	72.4058505662
508	1670.99	150.256175033	10.3634286447	1614.22885	73.209408886
509	1677.17	125.556037983	10.2547155869	1615.0707	74.2813448712
510	1685.29	130.518801874	10.0330388108	1615.88315	75.6594104497
511	1682.13	94.138138715	9.00944865471	1616.6007	73.9976991127
512	1669.57	67.7159688397	6.91647261921	1617.06105	67.6388825841
513	1664.77	44.6413593695	4.74240452529	1617.52505	65.3284324624
514	1683.58	67.2746390527	4.12740388565	1618.0086	69.6968152586
515	1683.08	69.8047238237	3.28010959532	1618.52425	69.4463413609
516	1672.4	44.0164319932	1.67449486087	1618.9757	64.1437312994
517	1680.91	41.9077816132	0.898592996834	1619.5708	66.3486177058
518	1687.49	93.3333333333	0.558196977225	1620.1814	67.9877655685
519	1689.01	126.751173111	0.184422082837	1620.71075	68.3710336042
520	1676.4	-7.85883189989	-1.09284407098	1621.08565	61.7643890184
521	1686.62	42.7853476309	-1.40999656266	1621.50195	64.7383288772
522	1681.13	87.4986321499	-2.10810458492	1621.78845	61.9508133701
523	1685.52	31.5670600178	-2.37306886201	1622.14725	63.311211535
524	1682.13	-12.1007393546	-2.84374988633	1622.56105	61.4831262067
525	1683.55	56.3586176438	-3.10525186118	1623.11925	61.9783709661
526	1678.92	-56.9832402235	-3.60095546362	1623.5286	59.3010020318
527	1681.39	-8.06391212084	-3.75615378806	1623.9169	60.2866132404
528	1676.48	-65.4451602735	-4.15220757299	1624.19705	57.3152136781
529	1681.07	-29.6037434105	-4.06273157334	1624.48335	59.3331018424
530	1694.99	159.869922205	-3.06894680026	1624.8569	64.7721331714
531	1687.79	98.5780027379	-2.9012889566	1625.2669	60.2811638779
532	1703.18	184.954159469	-1.81196671874	1625.6326	65.7479193705
533	1717.63	242.034851482	-0.257925931234	1626.06155	69.9324359377
534	1729.1	218.898445868	1.31633728128	1626.5871	72.7755702688
535	1722.3	167.243804088	1.65180112218	1627.0613	68.6321686197
536	1737.27	145.431420452	2.57876970005	1627.71125	72.3626538608
537	1749.9	152.833776513	3.67267789199	1628.3576	75.0577972184
538	1745.13	118.45167931	3.69507799861	1629.02875	72.1943546096
539	1747.87	98.1551695422	3.51555217038	1629.7756	72.8354347082
540	1763.31	118.695692498	4.02134579468	1630.6404	76.1696332552
541	1759.05	108.084548478	3.66379639969	1631.44525	73.489472671
542	1764.8	95.1148043159	3.41432793777	1632.2749	74.7794340512
543	1745.95	55.3991180824	1.6679835859	1632.91765	63.8166569317
544	1750.25	37.4245155587	0.548549927505	1633.43045	65.0744898425
545	1748.45	37.1384907227	-0.509803696868	1633.90915	64.0704276381
546	1743.42	-4.95665219108	-1.67936200178	1634.2669	61.227432864
547	1727.5	-106.614705269	-3.5484578204	1634.49715	53.1837143289
548	1732.64	-106.247402117	-4.4059414558	1634.74965	55.2288125312
549	1724.8	-156.587638287	-5.40272670841	1634.966	51.5311706428
550	1730.07	-102.066685633	-5.58560690624	1635.0958	53.7716786575
551	1732.18	-71.9406858284	-5.43769339119	1635.28615	54.6750734926
552	1724.63	-101.81958323	-5.69428368563	1635.4824	50.8461496292
553	1736.3	-35.6692021363	-4.95140432117	1635.6001	55.9779124516
554	1717.47	-106.403160967	-5.5561731957	1635.6666	47.3820907169
555	1713.11	-150.321033836	-6.03781365636	1635.68395	45.6347126717
556	1716.26	-101.256501624	-5.92399916987	1635.74065	47.1511244674
557	1719.02	-75.7249338165	-5.45431829831	1635.75675	48.5064131817
558	1711.45	-120.144544427	-5.4330136908	1635.8098	45.0908964216
559	1710.31	-135.142760411	-5.2711289463	1635.8982	44.5817901844
560	1717.86	-53.60378719	-4.46302809356	1635.98835	48.7119118245
561	1707.3	-95.844118493	-4.4378192334	1636.0195	43.7955688591
562	1721.66	-12.6750555823	-3.30418252713	1636.1507	51.0330182162
563	1719.63	15.1002195623	-2.57367243974	1636.3337	50.0518102796
564	1734.19	103.433695588	-1.06952789026	1636.5695	56.5104975633
565	1739.42	190.049493181	0.247684876476	1636.7073	58.5822415773
566	1720.01	9.40953044241	-0.19434980696	1636.84955	49.212355035
567	1720.25	-19.0969912452	-0.461414464805	1636.993	49.3202926543
568	1736.07	143.226651908	0.390519529505	1637.31265	55.9638943284
569	1727.74	96.7667443336	0.357073758445	1637.6209	52.0916661445
570	1732.53	85.7269749625	0.606916291656	1638.17265	54.0600888245
571	1743.79	124.980571839	1.43273828725	1638.7656	58.3883168821
572	1749.23	132.917538963	2.20159779388	1639.45915	60.3327681873
573	1746.5	106.627984199	2.36804123006	1640.1196	58.8466546222
574	1753.3	131.948544653	2.75096179527	1640.80555	61.3972850993
575	1752.44	121.374010237	2.75437939909	1641.4732	60.8833419225
576	1745.7	55.9078880171	2.13822709141	1642.1765	56.8657757926
577	1742.22	8.47068568891	1.36921222037	1642.74945	54.8531181711
578	1735.94	-17.5481600954	0.362888916025	1643.25545	51.3229482253
579	1735.91	-27.8406386173	-0.341388284788	1643.74575	51.3059615487
580	1734.03	-67.9055408548	-0.936714049988	1644.1921	50.1849966852
581	1728.29	-109.951161111	-1.67674442728	1644.6007	46.8213756154
582	1732.64	-88.7458478071	-1.82093736918	1645.04465	49.5794308301
583	1743.5	26.1364139335	-1.16450884153	1645.6346	55.7497401307
584	1750.81	80.1307896393	-0.264575910846	1646.297	59.3553201075
585	1748.18	58.0424268112	0.107060334577	1646.91795	57.5387880252
586	1753.03	90.767689367	0.605200779597	1647.56795	59.9716727738
587	1751.16	65.9423674713	0.726284185013	1648.15905	58.578039416
588	1749.42	65.1124406264	0.611329098348	1648.7977	57.2450322029
589	1742.26	1.48450208768	0.00717071270337	1649.4321	52.00108259
590	1724.07	-116.494682323	-1.57586501781	1650.02425	41.5800630598
591	1758.43	94.7919488716	-0.332246806493	1650.78855	58.4986804653
592	1763.26	130.11963506	0.734092457705	1651.5302	60.2417307461
593	1787.5	221.97566412	2.87044515554	1652.35615	67.5970665743
594	1785.48	191.820770997	3.8830762284	1653.17075	66.4931021755
595	1802.96	189.783472413	5.37389069096	1654.10875	70.9190876837
596	1811.57	159.234960433	6.50795941867	1655.05645	72.8233144366
597	1806.66	123.696343938	6.48132930367	1656.03025	70.0080347552
598	1794.05	72.0869000926	5.22242336326	1656.84945	63.2456476663
599	1803.22	77.0399339167	4.63519049697	1657.7145	65.8304665722
600	1798.14	60.2521770229	3.57976677214	1658.54415	63.1796620325
601	1801.39	54.8173848586	2.80965927021	1659.4208	64.1735977609
602	1788.58	32.0252366341	1.22743729438	1660.1401	57.576318392
603	1792.31	6.43308771872	0.271886971707	1660.8507	58.9012146087
604	1789.07	2.88635706814	-0.686214974738	1661.5246	57.2293048314
605	1786.26	-51.6430866355	-1.56668532413	1662.18925	55.7512544961
